: 1585658952:0;gem install lscolors
: 1651400046:0;v a19537d3cf37c122db841d6fe4cd322bc10d1a558bb00d146b85cb9a
: 1651400123:0;cd selfcheck
: 1651400128:0;v b9f4e3776dff235d046d29da7068721cf1197dfdba582cef981eabc3
: 1651402751:0;brew info zsh-syntax-highlighting
: 1651402901:0;cd /usr/local/share/
: 1651402935:0;git clonde git@github.com:marlonrichert/zsh-autocomplete.git
: 1651405869:0;mkd 1 2 3
: 1651405877:0;mkd 2
: 1651405883:0;mkd 3
: 1651406025:0;man count
: 1651406666:0;find . -type d -print 2>/dev/null | awk '!/\.$/ {for (i=1;i<NF-1;i++){printf("    ")}printf("|-- ")};{print $NF}' FS='/'
: 1651406683:0;pwd;find . -type d -print 2>/dev/null|awk '!/\.$/ {for (i=1;i<NF-1;i++){printf("âƒ´‚   ")}print "âƒ´ƒ¼âƒ´€âƒ´€ "$NF}' FS='/' C\

: 1651406705:0;pwd;find . -type d -print 2>/dev/null|awk '!/\.$/ {for (i=1;i<NF-1;i++){printf("âƒ´‚   ")}print "âƒ´ƒ¼âƒ´€âƒ´€ "$NF}' FS='/'\

: 1651406840:0;v ~/.zshrc
: 1651406866:0;vim ~/.zshrc
: 1651407181:0;v .zsh_aliases
: 1651407188:0;vim .zsh_aliases
: 1651407304:0;cd .vim
: 1651407369:0;rm -Rf backup
: 1651407381:0;vim vimrc
: 1651407410:0;mkd backup
: 1651407432:0;mkd undo
: 1651407461:0;v vimrc
: 1651412820:0;cd ~/.config/coc/
: 1651412830:0;v commands
: 1651412855:0;v menos.json
: 1651412881:0;cd .bundle
: 1651412890:0;cd compact_index
: 1651412897:0;cd rubygems.org.443.29b0360b937aa4d161703e6160654e47
: 1651412910:0;cd info
: 1651412998:0;cd info-special-characters
: 1651413113:0;v checksums
: 1651413142:0;cd object
: 1651413151:0;cd objects
: 1651413159:0;v root.dat
: 1651423795:0;cd ~/Scratch
: 1651469044:0;rm .markdownlint.json
: 1651471684:0;cd plugged/
: 1651475143:0;g commit -m "MODIFIED: init file added yank highlight and plugin install"
: 1651476428:0;vim
: 1651479140:0;mail
: 1651479569:0;echo dcwnlwk
: 1651479580:0;$ten
: 1651479585:0;cd a
: 1651480464:0;cd backup
: 1651480482:0;cd swap
: 1651480490:0;cd undo
: 1651481919:0;mkd spell
: 1651483188:0;cd spell
: 1651483191:0;v custom-dictionary.utf-8.add
: 1651483909:0;cd ~/.dotfiles/vim
: 1651484005:0;h G find
: 1651484026:0;pwd;find . -type d -print 2>/dev/null|awk '!/\.$/ {for (i=1;i<NF-1;i++){printf("âƒ´‚   ")}print "âƒ´ƒ¼âƒ´€âƒ´€ "$NF}' FS='/' C\n
: 1651484037:0;pwd;find . -type d -print 2>/dev/null|awk '!/\.$/ {for (i=1;i<NF-1;i++){printf("âƒ´‚   ")}print "âƒ´ƒ¼âƒ´€âƒ´€ "$NF}' FS='/'
: 1651484073:0;h T -1
: 1651484256:0;vim za
: 1651484422:0;vim ~/.zsh_aliases
: 1651484438:0;brew tree
: 1651484848:0;g add spell
: 1651484872:0;g commit -m "ADDED: custom spell files"
: 1651484917:0;g add ../../vim/tmp/
: 1651484977:0;g commit -m "ADDED: tmp directory storing backup swap and undo dirs"
: 1651485030:0;cd vim
: 1651485045:0;v .DS_Store
: 1651485119:0;g add config/nvim/after/
: 1651485150:0;g add config/nvim/after/plugin/hop.vim
: 1651485187:0;g commit -m "ADDED: hop color config""\
"
: 1651485203:0;g add config/nvim/after/plugin/telescope.vim
: 1651485241:0;g commit -m "ADDED: telescope config and aliases"
: 1651485303:0;git rev-list origin/master
: 1651485332:0;git log origin/master..master
: 1651485359:0;git l origin/master..master
: 1651485658:0;cd plugged/vim-snippets
: 1651485665:0;cd snippets
: 1651498132:0;cd Code/Ruby/Projects/blog/app/models
: 1651513565:0;launchctl unload -w /System/Library/LaunchAgents/com.apple.notificationcenterui.plist
: 1651514006:0;disableNotificationCenter
: 1651514055:0;sudo disableNotificationCenter
: 1651515444:0;cd types
: 1651515787:0;v snippets.vim
: 1651516141:0;rm snippets.vim
: 1651555153:0;g show 148bf8d
: 1651555498:0;g commit -m "ADDED: multi cursor mappings"
: 1651557020:0;pip3.10 install vim-vint
: 1651557127:0;v .vintrc.yaml
: 1651559415:0;cat .python_history
: 1651559458:0;cd .python27_compiled
: 1651559473:0;rm .python27_compiled
: 1651559486:0;rm -Rf .python27_compiled
: 1651565799:0;v ~/.config/nvim/init.vim
: 1651571785:0;cd ~/.config/nvim/colors
: 1651572012:0;mv custom-highlight-colors.vim coc-colors.vim
: 1651572038:0;mv complation.vim completion-colors.vim
: 1651572060:0;mv folding.vim folding-colors.vim
: 1651572077:0;mv git-gutter.vim git-gutter-colors.vim
: 1651592217:0;dc
: 1651593357:0;echo "$(brew --prefix)/share/zsh-autosuggestions/zsh-autosuggestions.zsh"
: 1651594154:0;g config
: 1651594164:0;g config alias
: 1651594172:0;g config aliases
: 1651594185:0;g config --get-regexp alias
: 1651594331:0;g shortlog --summary --numbered
: 1651594583:0;cat .env
: 1651594610:0;rm .env
: 1651594640:0;cat Brewfile
: 1651594656:0;rm Brewfile
: 1651594911:0;g remote --verbose
: 1651594926:0;branch --all
: 1651594928:0;g branch --all
: 1651595114:0;g bl
: 1651595269:0;brew info openssl
: 1651595336:0;brew info openssl@1.1
: 1651595445:0;brew info rbenv
: 1651596771:0;node@16
: 1651597295:0;vim ~/.zshenv
: 1651597326:0;vim .zshrc
: 1651597352:0;vim .zshenv
: 1651597505:0;python3 list
: 1651597666:0;man wc
: 1651597766:0;22
: 1651597814:0;g add zshenv
: 1651597923:0;g commit -m "ADDED: validate zsh suggestion, node, python and .bin directory exists "
: 1651598088:0;g commit -m "ADDED: zshrc update comments and help"
: 1651598210:0;g add zshrc
: 1651598251:0;g commit -m "ADDED: zsh-syntax-highlighting and zsh-autosuggestions validations"
: 1651598551:0;cd config/nvim/colors
: 1651611873:0;ccccd
: 1651611888:0;cd Git-Scripts
: 1651611892:0;v git_init.rb
: 1651613339:0;vim init.vim
: 1651625984:0;pip3.10 list
: 1651626000:0;pip3.10 search vint
: 1651626032:0;pip3.10 help
: 1651627358:0;cd y
: 1651652748:0;g add init.vim
: 1651652769:0;g commit -m "ADDED: reorganising resource file"
: 1651659776:0;\l
: 1651659797:0;cd coc-install.vim
: 1651671600:0;v .zshenv
: 1651674802:0;mkd colors
: 1651674856:0;mv custom-highlight-colors.vim $OLDPWD/
: 1651678068:0;v coc-colors.vim
: 1651678509:0;v folding-colors.vim
: 1651678581:0;cat coc-colors.vim
: 1651678592:0;cat completion-colors.vim
: 1651678614:0;cat custom-highlight-colors.vim
: 1651679349:0;mkd user-color
: 1651679544:0;cd ~/Downloads
: 1651679594:0;v hop.vim
: 1651679616:0;cd user-color
: 1651679791:0;v custom.vim
: 1651680930:0;v custom-highlight.vim
: 1651734161:0;nvim -v
: 1651734181:0;nvim --api-info
: 1651734194:0;nvim --help
: 1651734452:0;nvim
: 1651734601:0;nvim --version
: 1651736621:0;vim --version
: 1651736779:0;echo $VIMINIT
: 1651749163:0;cd coc-json
: 1651749168:0;v Readme.md
: 1651749574:0;rm -Rf coc
: 1651749641:0;rm -Rf coc.nvim
: 1651762920:0;cd .cache
: 1651762930:0;cd rubocop_cache
: 1651762982:0;v 4459b251e4e97b2c22a5bea87b21b07bc8b75c02
: 1651763280:0;v lsp.log
: 1651763291:0;v telescope.log
: 1651763446:0;yard Array
: 1651763459:0;h G Array
: 1651763508:0;rubocop --format progress --format offenses
: 1651763571:0;rubocop -a
: 1651763768:0;v .solargraph
: 1651831010:0;cd themes
: 1651831015:0;cd shadow-theme
: 1651831082:0;v BlulocoDark.itermcolors
: 1651831252:0;mv BlulocoDark.itermcolors ~/Downloads
: 1651831814:0;v DoomOne.itermcolors
: 1651831984:0;v Drucula.itermcolors
: 1651832546:0;cd plug.vim
: 1651832696:0;cd plugged/vim-bluloco-dark
: 1651834099:0;kmlk
: 1651835300:0;cd Downloads/Movies
: 1651835432:0;v OneDark.itermcolors
: 1651835710:0;mv OneDark.itermcolors AtomOneDark.itermcolors
: 1651835819:0;cd v
: 1651835905:0;cd vim-bluloco-dark
: 1651835912:0;v bluloco-dark.vim
: 1651836077:0;cd vim-atom-dark
: 1651836089:0;v atom-dark-256.vim
: 1651950051:0;v zshenv
: 1651950057:0;nvim zshenv
: 1651950272:0;nvim .zshenv
: 1651950298:0;ln -s -i -v ~/.dotfiles/zshenv ~/.zshenv
: 1651950481:0;v .gitmodules
: 1652002809:0;cd colors
: 1652002812:0;v custom-highlight-colors.vim
: 1652014619:0;cd don-wan
: 1652014846:0;rubocop --format simple --format offenses
: 1652015070:0;cd Lib/Template
: 1652015240:0;rails new windows
: 1652015524:0;bundle exec yad gems
: 1652015564:0;v .gitattributes
: 1652015627:0;rails g scaffold Article title:string content:text pagecount:integer published_at:datetime published:boolean
: 1652016663:0;solargraph/documentGems
: 1652016704:0;rails solargraph/documentGems
: 1652016730:0;cd /solargraph
: 1652016772:0;$/solargraph/documentGems
: 1652016809:0;gem G sol
: 1652020629:0;brew searh nerd-font
: 1652020641:0;brew searh nerd
: 1652020653:0;brew search nerd-font
: 1652032884:0;cd coc/commands
: 1652032894:0;cat memos.json
: 1652032899:0;cat commands
: 1652034457:0;g add coc-settings.json
: 1652034493:0;g commit -m "ADDED: updated json settings for nvim lsp"
: 1652034519:0;g add colors/custom-highlight-colors.vim
: 1652034566:0;g commit -m "ADDED: cutom coc settings for lsp error warn hint and info"
: 1652035601:0;v categories.scss
: 1652035606:0;rm categories.scss
: 1652035783:0;v scaffolds.scss
: 1652036271:0;rm scaffolds.scss
: 1652037194:0;cd ~/.qutebrowser
: 1652037480:0;v .gitconfig
: 1652038052:0;cd Code/Ruby/Projects
: 1652038089:0;ri Array
: 1652038161:0;ri --help
: 1652038197:0;yard --help
: 1652038339:0;cd .solargraph
: 1652038356:0;cd 2.7.4
: 1652038367:0;cd yardoc
: 1652049479:0;cd serial_killers/
: 1652049513:0;mv murder-inventory.md $OLDPWD
: 1652049524:0;cp murder-inventory.md $OLDPWD
: 1652049529:0;v murder-inventory.md
: 1652092802:0;cd ~/.config/
: 1652092810:0;cd extensions/node_modules
: 1652092830:0;npm list
: 1652092842:0;npm list --global
: 1652105806:0;cd .config/coc/extensions/node_modules
: 1652106188:0;cd ../../
: 1652106192:0;cd ../
: 1652107182:0;vint --help
: 1652108463:0;cd windows
: 1652108485:0;v app/models/article.rb
: 1652178872:0;ltrace
: 1652178881:0;strace
: 1652179836:0;brew ltrace
: 1652179846:0;brew search ltrace
: 1652202828:0;v index.
: 1652212787:0;v t.md
: 1652449125:0;cd D/M
: 1652449153:0;Downloads
: 1652449167:0;dirs -v
: 1652449189:0;.config/coc
: 1652460328:0;cd Types
: 1652460338:0;cd Code/Ruby/Projects/types/scripts
: 1652460423:0;v question.json
: 1652460440:0;v types.json
: 1652617224:0;cd twinpeaks
: 1652640506:0;v -S twinpeaks.vim
: 1652742078:0;v 4-pretender.md
: 1652841253:0;v arguments.md
: 1652844355:0;cat test.md
: 1652844375:0;mv test.md debate-tricks.md
: 1652844396:0;cat it_shall_pass.md
: 1652926375:0;mkd showtrial
: 1652984335:0;cd showtrial
: 1652984585:0;cd the_godfather
: 1652984591:0;v decision.md
: 1652984617:0;rm -Rf the_godfather
: 1652984626:0;v dontsay.md
: 1652984634:0;rm dontsay.md
: 1652984643:0;v g.md
: 1652984653:0;rm g.md
: 1652984656:0;v movies.md
: 1652984667:0;rm movies.md
: 1652984683:0;v charactors.md
: 1652984693:0;rm charactors.md
: 1652985231:0;v puzzle.md
: 1652985296:0;rm puzzle.md
: 1652991748:0;mkd mock
: 1652991760:0;v evidence.md
: 1653104870:0;cd dot
: 1653104876:0;cd ~/.dotfiles
: 1653104895:0;cd config/nvim
: 1653172681:0;mkd postcard
: 1653172692:0;v suspects.md
: 1653193281:0;v timeline.md
: 1653229121:0;rails new bruce
: 1653229200:0;rails g scaffold Article title:string content:text
: 1653229827:0;cd cd config
: 1653229879:0;cd b
: 1653229882:0;cd bruce
: 1653230276:0;cat /Users/shadowchaser/Code/Ruby/Projects/bruce/tmp/pids/server.pid
: 1653230293:0;ps kill -9 81237
: 1653231649:0;h G rails g
: 1653231657:0;h G "rails g"
: 1653231695:0;rails g scaffold Photos title:string content:text
: 1653232063:0;rm -Rf bruce
: 1653232094:0;rm -Rf blogger
: 1653232109:0;rm -Rf tester
: 1653232136:0;rm -Rf windows
: 1653232486:0;h G "rails g scaffold"
: 1653232538:0;rails g Article title:string content:text pagecount:integer published_at:datetime published:boolean category:references
: 1653232595:0;v 20220522151400_create_categories.rb 20220522151559_create_articles.rb
: 1653233490:0;v picture.rb
: 1653233635:0;cd views/articles
: 1653233949:0;h G seed
: 1653234302:0;cd blog/app/helpers
: 1653234768:0;cd assets/
: 1653234790:0;rm -Rf stylesheets
: 1653254018:0;v _bourbon_scale.scss
: 1653254042:0;rm _bourbon_scale.scss
: 1653254191:0;v _links.scss
: 1653286476:0;v _components_manifest.scss
: 1653287508:0;f modular
: 1653287556:0;v _maps_manifest.scss
: 1653287580:0;v _functions_manifest.scss
: 1653323535:0;gem install rails -v 5.0.0
: 1653323675:0;rails _5.0.0_ new blog
: 1653325375:0;cd .qutebrowser
: 1653326831:0;solargraph config\

: 1653327392:0;bundle add dartsass-rails
: 1653336500:0;rails new blog
: 1653337670:0;rails g model Category name:string
: 1653337690:0;rails g scaffold Article title:string content:text pagecount:integer published_at:datetime published:boolean category:references
: 1653337752:0;v articles_controller.rb
: 1653338020:0;v article.rb
: 1653338480:0;cd app/models/
: 1653339089:0;f small
: 1653339128:0;v _media_query.scss
: 1653340496:0;cd typography/type
: 1653342081:0;cd cd views/layouts
: 1653342387:0;h G pages
: 1653342409:0;rails g controller pages index
: 1653342509:0;rake paths
: 1653342519:0;rails paths
: 1653342859:0;cd articles
: 1653345468:0;v pages.scss
: 1653345573:0;cd pages
: 1653354660:0;v pages_controller.rb
: 1653365752:0;v _font_variables.scss
: 1653365774:0;v _color_variables.scss
: 1653366196:0;v _table.scss
: 1653366288:0;v _social_media.scss
: 1653366383:0;v _iframe.scss
: 1653366395:0;v _flashmessages.scss
: 1653369854:0;mv reset.scss base
: 1653369883:0;mv reset.scss _reset.scss
: 1653370701:0;v _base_manifest.scss
: 1653372800:0;cd app/helpers
: 1653375378:0;g add -A
: 1653375416:0;g commit -m "ADDED: initial commit"
: 1653375607:0;git remote add origin git@github.com:shadow-the-wise/blog.git
: 1653377140:0;upn3
: 1653377161:0;rails new boring
: 1653377182:0;cd boring/
: 1653377195:0;cd app/views/layouts
: 1653377722:0;/Users/shadowchaser/Code/Ruby/Projects/boring/tmp/pids/server.pid
: 1653377728:0;cat /Users/shadowchaser/Code/Ruby/Projects/boring/tmp/pids/server.pid
: 1653377740:0;pkill -9 75517
: 1653377764:0;ps kill -9 75517
: 1653377806:0;kill -9 75517
: 1653377856:0;rm -Rf boring
: 1653377859:0;cd blog
: 1653378007:0;rm -Rf blog
: 1653418905:0;cd movies
: 1653418915:0;mkd mock2
: 1653436892:0;v mock.md
: 1653480570:0;mkd basic_instinct
: 1653512272:0;cd system
: 1653512287:0;v law.md
: 1653515116:0;mkd law
: 1653520059:0;v outline.md
: 1653520207:0;v criminal-law.md
: 1653528515:0;rm criminal-law.md
: 1653540188:0;t common-law.md
: 1653543200:0;mv outline.md curriculum.md
: 1653544689:0;criminal-offences.md
: 1653548180:0;v 0ffences-against-person-1861.md
: 1653548266:0;mv 0ffences-against-person-1861.md offences-against-person-1861.md
: 1653548555:0;v legislation.md
: 1653616925:0;cd Code/Ruby/Lib/
: 1653616953:0;cd types/scripts
: 1653616961:0;h G bun
: 1653617061:0;bundle update
: 1653617097:0;h T
: 1653617105:0;bundle exec ruby questionare.rb
: 1653630460:0;v what-about-law.md
: 1653635651:0;mv what-about-law.md doctrine-of-precedent.md
: 1653642098:0;mkd common-law
: 1653642103:0;find
: 1653642238:0;cat legislation.md
: 1653642253:0;mkd reference
: 1653642416:0;cat letters-to-a-law-student.md
: 1653642431:0;v letters-to-a-law-student.md
: 1653642505:0;mkd books
: 1653642521:0;mkd letter-to-a-law-student
: 1653642614:0;v doctrine-of-precedent.md
: 1653643031:0;cat precedent.md
: 1653643063:0;cat dop.md
: 1653643096:0;brew list tree
: 1653643107:0;brew search tree
: 1653643243:0;brew install tree
: 1653643309:0;tree --help
: 1653643443:0;tree -ugh
: 1653643455:0;tree -h
: 1653643497:0;tree -hC
: 1653643504:0;tree -C
: 1653643534:0;tree -ChJ
: 1653643566:0;tree -ChJ --dirsfirst
: 1653643569:0;tree -Ch --dirsfirst
: 1653643588:0;tree -C --dirsfirst
: 1653643604:0;tree -C --dirsfirst -h
: 1653644380:0;mkd argument
: 1653644913:0;v arg.md
: 1653647177:0;v 3-precedential-based.md
: 1653648388:0;v 4-tradition-based.md
: 1653650720:0;v 2-intent-based.md
: 1653655811:0;mkd reports
: 1653656259:0;v statutes/statutes.md
: 1653698583:0;v 5-polic-based.md
: 1653699181:0;v statutes.md
: 1653699442:0;t Statutory-instrument.md
: 1653706991:0;v affitmative-resolution-procedure.md
: 1653708379:0;mkd tmp
: 1653708401:0;which wget
: 1653708501:0;rm -Rf tmp
: 1653708773:0;mkd bills
: 1653710032:0;v committe-stage.md
: 1653710196:0;mkd commons
: 1653710206:0;mkd lords
: 1653711364:0;overview-map.md
: 1653713545:0;cd ~/.dotfiles/config/nvim
: 1653713561:0;cd after/plugin/
: 1653718298:0;v 1.actus-reus.md
: 1653781957:0;t deductiv-reasoning.md
: 1653782898:0;v deductiv-reasoning.md
: 1653783474:0;v abductive.md
: 1653783514:0;mkd reasoning
: 1653783611:0;v abductive-reasoning.md
: 1653784885:0;cat syllogism.md
: 1653785016:0;mkd deductive
: 1653785099:0;t categorical-proposition,md
: 1653785107:0;rm categorical-proposition,md
: 1653785118:0;t categorical-proposition.md
: 1653787720:0;t universal-proposition.md
: 1653808671:0;v test.md
: 1653814659:0;t syllogism-metatheoretical-results.md\

: 1653817387:0;v universal-proposition.md
: 1653839811:0;v syllogism-metatheoretical-results.md
: 1653840895:0;t first-order-logic.md
: 1653840930:0;t propositional-calculus.md
: 1653842253:0;v first-order-logic.md
: 1653842294:0;rm first-order-logic.md
: 1653869773:0;analogy.md
: 1653884176:0;v leagal-reasoning.md
: 1653906906:0;v 2-syllogism.md
: 1653909291:0;conditinal.md
: 1653953917:0;v 1-deductive-reasoning.md
: 1653954385:0;v conditinal.md
: 1653955569:0;v proposition-universal.md
: 1653956172:0;v propositinal/universal.md
: 1653956439:0;v def-particular.md
: 1653956987:0;v def-universal.md
: 1653965197:0;cd statutes
: 1653965218:0;cd bills
: 1653965534:0;cd commons
: 1653966319:0;v third-reading.md
: 1653966409:0;v bills.md
: 1653966440:0;cd lords
: 1653966444:0;v committee-stage.md
: 1653966679:0;v second-reading.md
: 1653966773:0;v r
: 1653966778:0;v royal-assent.md
: 1653966872:0;v report-stage.md
: 1653967035:0;v first-reading.md
: 1653967045:0;f date
: 1653967089:0;cd primary
: 1653967093:0;v statutes-primary.md
: 1653967369:0;cd secondary
: 1653967379:0;v statutory-instrument.md
: 1653967580:0;v statutes-secondary.md
: 1653967959:0;v si-affitmative-resolution-procedure.md
: 1653968364:0;v si-henry-8th-clauses.md
: 1653968430:0;v si-negative-resolution-procedure.md
: 1653968601:0;v si-regulatory-reform-order.md
: 1653969072:0;f Date
: 1653969133:0;cd reports
: 1653969136:0;v law-reports.md
: 1653969289:0;brew search pandoc
: 1653969447:0;d reference
: 1653969691:0;v actus-reus.md
: 1653971311:0;v mens-rea.md
: 1653972005:0;v legal-reasoning.md
: 1653972318:0;cat legal-reasoning.md
: 1653972321:0;rm legal-reasoning.md
: 1653980343:0;v note.md
: 1653982800:0;mkd syllogism
: 1653983558:0;v modus-tollens.md
: 1653983998:0;mkd formal-falacies.md
: 1653984365:0;tree propositinal
: 1653986403:0;mkd modus-ponens
: 1653986413:0;mkd modus-tollens
: 1653989100:0;lj
: 1653990249:0;cd argument
: 1653990253:0;v 1-text-based.md
: 1653990734:0;cd criminal-law
: 1653990749:0;mkd liability
: 1653990771:0;mkd against-the-person
: 1653990805:0;mkd against-the-property
: 1653990860:0;cd against-the-p
: 1653990867:0;cd against-the-person
: 1653990879:0;mkd fatal
: 1653990889:0;mkd none-fatal
: 1653991623:0;v criminal-law-five-objectives.md
: 1653994047:0;t generalied.md
: 1653994056:0;t statistical.md
: 1653994067:0;t sample.md
: 1653994078:0;analogous.md
: 1653994098:0;t predictive.md
: 1653994108:0;t casual.md
: 1653994120:0;v generalied.md
: 1653994148:0;v statistical.md
: 1653994176:0;v sample.md
: 1653994215:0;v predictive.md
: 1653994239:0;v casual.md
